benchmark,solver,"wallclock time",result,exprs-total-size
General-Track/icfp_144_100.sl,"Enumerative Solver",0.056537,unsolved,0
General-Track/icfp_144_1000.sl,"Enumerative Solver",1.37955,unsolved,0
General-Track/icfp_147_1000.sl,"Enumerative Solver",1.52537,unsolved,0
General-Track/icfp_14_1000.sl,"Enumerative Solver",1.46889,unsolved,0
General-Track/icfp_150_10.sl,"Enumerative Solver",0.0172531,unsolved,0
General-Track/icfp_21_1000.sl,"Enumerative Solver",1.40816,unsolved,0
General-Track/MPwL_d4s7.sl,"Enumerative Solver",20.038,correct,7
General-Track/MPwL_d5s3.sl,"Enumerative Solver",2115.85,correct,13
General-Track/MPwL_d5s7.sl,"Enumerative Solver",3600.04,unsolved,0
General-Track/MPwoL_d1s3.sl,"Enumerative Solver",0.0422131,correct,1
General-Track/MPwoL_d1s7.sl,"Enumerative Solver",0.209261,correct,1
General-Track/MPwoL_d4s3.sl,"Enumerative Solver",0.271786,correct,7
General-Track/MPwoL_d4s7.sl,"Enumerative Solver",8.08687,correct,7
General-Track/MPwoL_d5s3.sl,"Enumerative Solver",36.6812,correct,13
General-Track/MPwoL_d5s7.sl,"Enumerative Solver",3600.1,unsolved,0
General-Track/ninefuncs.sl,"Enumerative Solver",3600.07,unsolved,0
General-Track/parity-AIG-d0.sl,"Enumerative Solver",20.0609,correct,24
General-Track/parity-AIG-d1.sl,"Enumerative Solver",3600.08,unsolved,0
General-Track/parity-NAND-d0.sl,"Enumerative Solver",8.56517,correct,34
General-Track/parity-NAND-d1.sl,"Enumerative Solver",3600.05,unsolved,0
General-Track/parity.sl,"Enumerative Solver",3600.04,unsolved,-
General-Track/polynomial.sl,"Enumerative Solver",0.013012,correct,2
General-Track/polynomial1.sl,"Enumerative Solver",0.013601,correct,2
General-Track/polynomial2.sl,"Enumerative Solver",0.0147949,correct,4
General-Track/polynomial3.sl,"Enumerative Solver",0.014584,correct,4
General-Track/polynomial4.sl,"Enumerative Solver",0.0726649,correct,8
General-Track/qm_area_sel_2.sl,"Enumerative Solver",3600.11,unsolved,0
General-Track/qm_choose_01.sl,"Enumerative Solver",0.015893,correct,7
General-Track/qm_choose_yz.sl,"Enumerative Solver",12.3769,correct,11
General-Track/qm_in_range.sl,"Enumerative Solver",3600.03,unsolved,0
General-Track/qm_loop_1.sl,"Enumerative Solver",0.0141469,correct,5
General-Track/qm_loop_2.sl,"Enumerative Solver",0.139189,correct,9
General-Track/qm_loop_3.sl,"Enumerative Solver",3.07671,correct,11
General-Track/qm_max2.sl,"Enumerative Solver",0.0199021,correct,7
General-Track/qm_max3.sl,"Enumerative Solver",179.839,correct,13
General-Track/qm_max4.sl,"Enumerative Solver",3600.03,unsolved,0
General-Track/qm_max5.sl,"Enumerative Solver",3600.12,unsolved,0
General-Track/qm_neg_1.sl,"Enumerative Solver",0.0142389,correct,7
General-Track/qm_neg_2.sl,"Enumerative Solver",0.259114,correct,11
General-Track/qm_neg_3.sl,"Enumerative Solver",546.483,correct,13
General-Track/qm_neg_4.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/qm_neg_5.sl,"Enumerative Solver",3600.03,unsolved,0
General-Track/qm_neg_eq_1.sl,"Enumerative Solver",0.014866,correct,7
General-Track/qm_neg_eq_2.sl,"Enumerative Solver",1.46265,correct,11
General-Track/qm_neg_eq_3.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/qm_neg_eq_4.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/qm_neg_eq_5.sl,"Enumerative Solver",3600.12,unsolved,0
General-Track/s0.sl,"Enumerative Solver",3600.08,unsolved,0
General-Track/s0_d0.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/s0_d1.sl,"Enumerative Solver",3600.1,unsolved,0
General-Track/s0_d2.sl,"Enumerative Solver",3600.03,unsolved,0
General-Track/s1.sl,"Enumerative Solver",3600.09,unsolved,0
General-Track/s10.sl,"Enumerative Solver",0.023297,correct,7
General-Track/s11.sl,"Enumerative Solver",3600.05,unsolved,0
General-Track/s12.sl,"Enumerative Solver",3600.05,unsolved,0
General-Track/s2.sl,"Enumerative Solver",0.013002,correct,1
General-Track/s3.sl,"Enumerative Solver",0.0134179,correct,1
General-Track/s4.sl,"Enumerative Solver",0.0149881,correct,3
General-Track/s5.sl,"Enumerative Solver",0.404642,correct,9
General-Track/s6.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/s7.sl,"Enumerative Solver",0.150562,correct,9
General-Track/s8.sl,"Enumerative Solver",3600.11,unsolved,0
General-Track/s9.sl,"Enumerative Solver",0.0229239,correct,7
General-Track/sevenfuncs.sl,"Enumerative Solver",3600.05,unsolved,0
General-Track/seven_c1.sl,"Enumerative Solver",0.0112161,unsolved,-
General-Track/seven_c2.sl,"Enumerative Solver",0.0112499,unsolved,-
General-Track/seven_c3.sl,"Enumerative Solver",0.0118939,unsolved,-
General-Track/seven_c4.sl,"Enumerative Solver",0.0115651,unsolved,-
General-Track/seven_three_d0.sl,"Enumerative Solver",0.0122109,unsolved,-
General-Track/seven_three_d1.sl,"Enumerative Solver",0.01157,unsolved,-
General-Track/sixfuncs.sl,"Enumerative Solver",3600.05,unsolved,0
General-Track/tenfunc1.sl,"Enumerative Solver",3600.05,unsolved,0
General-Track/tenfunc2.sl,"Enumerative Solver",3600.07,unsolved,0
General-Track/three.sl,"Enumerative Solver",0.0127409,unsolved,0
General-Track/three_d0.sl,"Enumerative Solver",0.011394,unsolved,-
General-Track/three_d1.sl,"Enumerative Solver",0.011255,unsolved,-
General-Track/three_d2.sl,"Enumerative Solver",0.0112251,unsolved,-
General-Track/three_d3.sl,"Enumerative Solver",0.012231,unsolved,-
General-Track/twolets1.sl,"Enumerative Solver",3601.61,unsolved,0
General-Track/twolets10.sl,"Enumerative Solver",137.284,unsolved,0
General-Track/twolets3.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/twolets4.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/twolets5.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/twolets6.sl,"Enumerative Solver",634.744,unsolved,0
General-Track/twolets7.sl,"Enumerative Solver",103.417,unsolved,0
General-Track/twolets8.sl,"Enumerative Solver",778.368,unsolved,0
General-Track/twolets9.sl,"Enumerative Solver",88.4938,unsolved,0
General-Track/unbdd_inv_gen_array.sl,"Enumerative Solver",0.0512459,correct,19
General-Track/unbdd_inv_gen_cegar2.sl,"Enumerative Solver",3600.03,unsolved,0
General-Track/unbdd_inv_gen_cgr1.sl,"Enumerative Solver",0.0290701,correct,21
General-Track/unbdd_inv_gen_ex14.sl,"Enumerative Solver",0.018278,correct,21
General-Track/unbdd_inv_gen_ex23.sl,"Enumerative Solver",3.26345,correct,19
General-Track/unbdd_inv_gen_ex7.sl,"Enumerative Solver",0.0208949,correct,19
General-Track/unbdd_inv_gen_fig1.sl,"Enumerative Solver",0.126041,correct,23
General-Track/unbdd_inv_gen_fig3.sl,"Enumerative Solver",0.141081,correct,19
General-Track/unbdd_inv_gen_fig6.sl,"Enumerative Solver",0.0133339,correct,19
General-Track/unbdd_inv_gen_fig8.sl,"Enumerative Solver",0.016436,correct,19
General-Track/unbdd_inv_gen_fig9.sl,"Enumerative Solver",0.0198539,correct,19
General-Track/unbdd_inv_gen_finf1.sl,"Enumerative Solver",0.0155321,correct,19
General-Track/unbdd_inv_gen_finf2.sl,"Enumerative Solver",0.0154471,correct,19
General-Track/unbdd_inv_gen_n_c11.sl,"Enumerative Solver",0.020793,correct,19
General-Track/unbdd_inv_gen_sum1.sl,"Enumerative Solver",3600.04,unsolved,0
General-Track/unbdd_inv_gen_sum3.sl,"Enumerative Solver",0.0201569,correct,19
General-Track/unbdd_inv_gen_sum4.sl,"Enumerative Solver",5.69683,correct,19
General-Track/unbdd_inv_gen_tcs.sl,"Enumerative Solver",3600.1,unsolved,0
General-Track/unbdd_inv_gen_term2.sl,"Enumerative Solver",0.013847,correct,19
General-Track/unbdd_inv_gen_term3.sl,"Enumerative Solver",0.0137901,correct,19
General-Track/unbdd_inv_gen_trex1.sl,"Enumerative Solver",0.0188091,correct,21
General-Track/unbdd_inv_gen_trex2.sl,"Enumerative Solver",0.0137491,correct,19
General-Track/unbdd_inv_gen_trex4.sl,"Enumerative Solver",0.013983,correct,19
General-Track/unbdd_inv_gen_vmail.sl,"Enumerative Solver",0.0150811,correct,19
General-Track/unbdd_inv_gen_w1.sl,"Enumerative Solver",0.0154291,correct,19
General-Track/unbdd_inv_gen_w2.sl,"Enumerative Solver",0.031042,correct,21
General-Track/unbdd_inv_gen_winf1.sl,"Enumerative Solver",0.0149649,correct,19
General-Track/unbdd_inv_gen_winf2.sl,"Enumerative Solver",0.0148759,correct,19
General-Track/icfp_25_1000.sl,"Enumerative Solver",1.37771,unsolved,0
General-Track/icfp_28_10.sl,"Enumerative Solver",0.0163431,unsolved,0
General-Track/icfp_30_10.sl,"Enumerative Solver",0.018454,unsolved,0
General-Track/icfp_32_10.sl,"Enumerative Solver",0.017193,unsolved,0
General-Track/icfp_38_10.sl,"Enumerative Solver",0.015945,unsolved,0
General-Track/icfp_39_100.sl,"Enumerative Solver",0.04496,unsolved,0
General-Track/icfp_45_10.sl,"Enumerative Solver",0.0161619,unsolved,0
General-Track/icfp_45_1000.sl,"Enumerative Solver",1.37651,unsolved,0
General-Track/icfp_51_10.sl,"Enumerative Solver",0.015683,unsolved,0
General-Track/icfp_54_1000.sl,"Enumerative Solver",1.57608,unsolved,0
General-Track/icfp_56_1000.sl,"Enumerative Solver",1.6028,unsolved,0
General-Track/icfp_5_1000.sl,"Enumerative Solver",1.4295,unsolved,0
General-Track/icfp_64_10.sl,"Enumerative Solver",0.0171931,unsolved,0
General-Track/icfp_68_1000.sl,"Enumerative Solver",1.55475,unsolved,0
General-Track/icfp_69_10.sl,"Enumerative Solver",0.017101,unsolved,0
General-Track/icfp_72_10.sl,"Enumerative Solver",0.0177319,unsolved,0
General-Track/icfp_73_10.sl,"Enumerative Solver",0.0155799,unsolved,0
General-Track/icfp_7_10.sl,"Enumerative Solver",0.0164329,unsolved,0
General-Track/icfp_7_1000.sl,"Enumerative Solver",1.37806,unsolved,0
General-Track/icfp_81_1000.sl,"Enumerative Solver",1.22286,unsolved,0
General-Track/icfp_82_10.sl,"Enumerative Solver",0.016812,unsolved,0
General-Track/icfp_82_100.sl,"Enumerative Solver",0.0525671,unsolved,0
General-Track/icfp_87_10.sl,"Enumerative Solver",0.01862,unsolved,0
General-Track/icfp_93_1000.sl,"Enumerative Solver",1.59361,unsolved,0
General-Track/icfp_94_100.sl,"Enumerative Solver",0.052322,unsolved,0
General-Track/icfp_94_1000.sl,"Enumerative Solver",1.52103,unsolved,0
General-Track/icfp_95_100.sl,"Enumerative Solver",0.046649,unsolved,0
General-Track/icfp_96_10.sl,"Enumerative Solver",0.017514,unsolved,0
General-Track/icfp_96_1000.sl,"Enumerative Solver",1.37091,unsolved,0
General-Track/icfp_99_100.sl,"Enumerative Solver",0.0481679,unsolved,0
General-Track/icfp_9_1000.sl,"Enumerative Solver",1.38367,unsolved,0
General-Track/inv_gen_array.sl,"Enumerative Solver",1.66193,correct,19
General-Track/inv_gen_cegar2.sl,"Enumerative Solver",87.4225,unsolved,0
General-Track/inv_gen_cgr1.sl,"Enumerative Solver",0.030749,correct,19
General-Track/inv_gen_ex14.sl,"Enumerative Solver",0.0150719,correct,19
General-Track/inv_gen_ex23.sl,"Enumerative Solver",3.35167,correct,19
General-Track/inv_gen_ex7.sl,"Enumerative Solver",0.026426,correct,19
General-Track/inv_gen_fig1.sl,"Enumerative Solver",0.079556,correct,19
General-Track/inv_gen_fig3.sl,"Enumerative Solver",0.177387,correct,19
General-Track/inv_gen_fig6.sl,"Enumerative Solver",0.014321,correct,19
General-Track/inv_gen_fig8.sl,"Enumerative Solver",0.0183289,correct,19
General-Track/inv_gen_fig9.sl,"Enumerative Solver",0.035822,correct,19
General-Track/inv_gen_finf1.sl,"Enumerative Solver",0.0216139,correct,19
General-Track/inv_gen_finf2.sl,"Enumerative Solver",0.022047,correct,19
General-Track/inv_gen_n_c11.sl,"Enumerative Solver",0.0273171,correct,19
General-Track/inv_gen_sum1.sl,"Enumerative Solver",72.433,unsolved,0
General-Track/inv_gen_sum3.sl,"Enumerative Solver",0.031265,correct,19
General-Track/inv_gen_sum4.sl,"Enumerative Solver",2.42874,correct,19
General-Track/inv_gen_tcs.sl,"Enumerative Solver",74.7215,unsolved,0
General-Track/inv_gen_term2.sl,"Enumerative Solver",0.0153909,correct,19
General-Track/inv_gen_term3.sl,"Enumerative Solver",0.014991,correct,19
General-Track/inv_gen_trex1.sl,"Enumerative Solver",0.0147781,correct,19
General-Track/inv_gen_trex2.sl,"Enumerative Solver",0.014491,correct,19
General-Track/inv_gen_trex4.sl,"Enumerative Solver",0.016554,correct,19
General-Track/inv_gen_vmail.sl,"Enumerative Solver",0.0157911,correct,19
General-Track/inv_gen_w1.sl,"Enumerative Solver",0.018342,correct,19
General-Track/inv_gen_w2.sl,"Enumerative Solver",0.0162521,correct,19
General-Track/inv_gen_winf1.sl,"Enumerative Solver",0.017631,correct,19
General-Track/inv_gen_winf2.sl,"Enumerative Solver",0.0213409,correct,19
General-Track/LinExpr_eq1ex.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/LinExpr_eq2ex.sl,"Enumerative Solver",3600.13,unsolved,0
General-Track/LinExpr_inv1.sl,"Enumerative Solver",1.21724,correct,10
General-Track/LinExpr_inv1_ex.sl,"Enumerative Solver",2.11095,correct,14
General-Track/logcount-d1.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/logcount-d5.sl,"Enumerative Solver",450.32,unsolved,0
General-Track/logcount.sl,"Enumerative Solver",3600.03,unsolved,0
General-Track/logcount2-d1.sl,"Enumerative Solver",3600.12,unsolved,0
General-Track/logcount2-d5.sl,"Enumerative Solver",3600.03,unsolved,0
General-Track/logcount2.sl,"Enumerative Solver",3600.1,unsolved,0
General-Track/max10.sl,"Enumerative Solver",3600.1,unsolved,0
General-Track/max12.sl,"Enumerative Solver",3600.1,unsolved,0
General-Track/max13.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/max14.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/max15.sl,"Enumerative Solver",3600.11,unsolved,0
General-Track/max2.sl,"Enumerative Solver",0.0143141,correct,6
General-Track/max3.sl,"Enumerative Solver",1034.53,correct,15
General-Track/max4.sl,"Enumerative Solver",3600.09,unsolved,0
General-Track/max5.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/max6.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/max7.sl,"Enumerative Solver",3600.12,unsolved,0
General-Track/max8.sl,"Enumerative Solver",3600.09,unsolved,0
General-Track/max9.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/max_11.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/mpg_example1.sl,"Enumerative Solver",3600.05,unsolved,0
General-Track/mpg_example2.sl,"Enumerative Solver",3600.09,unsolved,0
General-Track/mpg_example3.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/mpg_example4.sl,"Enumerative Solver",3600.05,unsolved,0
General-Track/mpg_example5.sl,"Enumerative Solver",0.0121419,unsolved,0
General-Track/mpg_guard1.sl,"Enumerative Solver",1.88335,correct,12
General-Track/mpg_guard2.sl,"Enumerative Solver",43.4661,correct,14
General-Track/mpg_guard3.sl,"Enumerative Solver",570.346,correct,16
General-Track/mpg_guard4.sl,"Enumerative Solver",3600.05,unsolved,0
General-Track/mpg_ite1.sl,"Enumerative Solver",3600.03,unsolved,0
General-Track/mpg_ite2.sl,"Enumerative Solver",3600.09,unsolved,0
General-Track/mpg_plane1.sl,"Enumerative Solver",0.0140599,correct,3
General-Track/mpg_plane2.sl,"Enumerative Solver",70.62,correct,17
General-Track/mpg_plane3.sl,"Enumerative Solver",3600.02,unsolved,0
General-Track/MPwL_d1s3.sl,"Enumerative Solver",0.0595231,correct,1
General-Track/MPwL_d1s7.sl,"Enumerative Solver",0.326776,correct,1
General-Track/MPwL_d4s3.sl,"Enumerative Solver",1.20702,correct,7
General-Track/array_search_10.sl,CVC4-1.5.1-sygus-comp-v1,0.440159,correct,40976
General-Track/array_search_11.sl,CVC4-1.5.1-sygus-comp-v1,0.967475,correct,101181
General-Track/array_search_12.sl,CVC4-1.5.1-sygus-comp-v1,1.69697,correct,184376
General-Track/array_search_13.sl,CVC4-1.5.1-sygus-comp-v1,4.5482,correct,481351
General-Track/array_search_14.sl,CVC4-1.5.1-sygus-comp-v1,9.83061,correct,1054796
General-Track/array_search_15.sl,CVC4-1.5.1-sygus-comp-v1,16.9279,correct,1843271
General-Track/array_search_2.sl,CVC4-1.5.1-sygus-comp-v1,0.0176181,correct,26
General-Track/array_search_3.sl,CVC4-1.5.1-sygus-comp-v1,0.0216489,correct,101
General-Track/array_search_4.sl,CVC4-1.5.1-sygus-comp-v1,0.027215,correct,256
General-Track/array_search_5.sl,CVC4-1.5.1-sygus-comp-v1,0.0349681,correct,631
General-Track/array_search_6.sl,CVC4-1.5.1-sygus-comp-v1,0.050279,correct,1636
General-Track/array_search_7.sl,CVC4-1.5.1-sygus-comp-v1,0.105981,correct,3311
General-Track/array_search_8.sl,CVC4-1.5.1-sygus-comp-v1,0.13018,correct,9006
General-Track/array_search_9.sl,CVC4-1.5.1-sygus-comp-v1,0.218047,correct,18371
General-Track/array_sum_10_15.sl,CVC4-1.5.1-sygus-comp-v1,18.1115,correct,870609
General-Track/array_sum_10_5.sl,CVC4-1.5.1-sygus-comp-v1,17.8644,correct,870097
General-Track/array_sum_2_15.sl,CVC4-1.5.1-sygus-comp-v1,0.0184959,correct,24
General-Track/array_sum_2_5.sl,CVC4-1.5.1-sygus-comp-v1,0.0154719,correct,14
General-Track/array_sum_3_15.sl,CVC4-1.5.1-sygus-comp-v1,0.021702,correct,109
General-Track/array_sum_3_5.sl,CVC4-1.5.1-sygus-comp-v1,0.0230951,correct,77
General-Track/array_sum_4_15.sl,CVC4-1.5.1-sygus-comp-v1,0.028194,correct,189
General-Track/array_sum_4_5.sl,CVC4-1.5.1-sygus-comp-v1,0.0280731,correct,173
General-Track/array_sum_5_15.sl,CVC4-1.5.1-sygus-comp-v1,0.0430691,correct,833
General-Track/array_sum_6_15.sl,CVC4-1.5.1-sygus-comp-v1,0.104227,correct,3249
General-Track/array_sum_6_5.sl,CVC4-1.5.1-sygus-comp-v1,0.102538,correct,3185
General-Track/array_sum_7_15.sl,CVC4-1.5.1-sygus-comp-v1,0.326181,correct,13329
General-Track/array_sum_7_5.sl,CVC4-1.5.1-sygus-comp-v1,0.327558,correct,13201
General-Track/array_sum_8_15.sl,CVC4-1.5.1-sygus-comp-v1,1.20729,correct,54193
General-Track/array_sum_8_5.sl,CVC4-1.5.1-sygus-comp-v1,1.19178,correct,54065
General-Track/array_sum_9_15.sl,CVC4-1.5.1-sygus-comp-v1,4.65655,correct,216801
General-Track/array_sum_9_5.sl,CVC4-1.5.1-sygus-comp-v1,4.73721,correct,216545
General-Track/commutative.sl,CVC4-1.5.1-sygus-comp-v1,0.0261601,correct,3
General-Track/constant.sl,CVC4-1.5.1-sygus-comp-v1,0.0211789,correct,1
General-Track/eightfuncs.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/fivefuncs-copy.sl,CVC4-1.5.1-sygus-comp-v1,289.506,correct,23
General-Track/fivefuncs.sl,CVC4-1.5.1-sygus-comp-v1,285.77,correct,23
General-Track/General_plus10.sl,CVC4-1.5.1-sygus-comp-v1,0.0361971,unsolved,0
General-Track/hd-01-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.013348,correct,5
General-Track/hd-01-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0158381,correct,5
General-Track/hd-02-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.012933,correct,5
General-Track/hd-02-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.016661,correct,5
General-Track/hd-02-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0162841,correct,5
General-Track/hd-03-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.01388,correct,4
General-Track/hd-03-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.016387,correct,4
General-Track/hd-03-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0164389,correct,4
General-Track/hd-04-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0125319,correct,5
General-Track/hd-04-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0145781,correct,5
General-Track/hd-04-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0163181,correct,5
General-Track/hd-05-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0126251,correct,5
General-Track/hd-05-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.01373,correct,5
General-Track/hd-05-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0158629,correct,5
General-Track/hd-06-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0167219,correct,5
General-Track/hd-06-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.014065,correct,5
General-Track/hd-06-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.016256,correct,5
General-Track/hd-07-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.015361,correct,6
General-Track/hd-07-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0147201,correct,6
General-Track/hd-07-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0162929,correct,6
General-Track/hd-08-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0127731,correct,6
General-Track/hd-08-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0146491,correct,6
General-Track/hd-08-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0177489,correct,6
General-Track/hd-09-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0140189,correct,9
General-Track/hd-09-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.015203,correct,9
General-Track/hd-09-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.017804,correct,10
General-Track/hd-13-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.014229,correct,8
General-Track/hd-13-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0146771,correct,8
General-Track/hd-13-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.016324,correct,8
General-Track/hd-14-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0144269,correct,9
General-Track/hd-14-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.015785,correct,9
General-Track/hd-14-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0177001,correct,9
General-Track/hd-15-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0158089,correct,9
General-Track/hd-15-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0174829,correct,10
General-Track/hd-15-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0194129,correct,10
General-Track/hd-17-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.029223,correct,9
General-Track/hd-17-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0157661,correct,9
General-Track/hd-17-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.017533,correct,9
General-Track/hd-19-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0175,correct,19
General-Track/hd-19-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0191709,correct,19
General-Track/hd-19-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.021189,correct,19
General-Track/hd-20-d0-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0950751,correct,20
General-Track/hd-20-d1-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0964651,correct,20
General-Track/hd-20-d5-prog.sl,CVC4-1.5.1-sygus-comp-v1,0.0978451,correct,22
General-Track/icfp_103_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_104_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_105_100.sl,CVC4-1.5.1-sygus-comp-v1,3600.12,unsolved,0
General-Track/icfp_105_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.04,unsolved,0
General-Track/icfp_113_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.05,unsolved,0
General-Track/icfp_114_100.sl,CVC4-1.5.1-sygus-comp-v1,3600.03,unsolved,0
General-Track/icfp_118_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_118_100.sl,CVC4-1.5.1-sygus-comp-v1,3600.11,unsolved,0
General-Track/icfp_125_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_134_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_135_100.sl,CVC4-1.5.1-sygus-comp-v1,3600.1,unsolved,0
General-Track/icfp_139_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.09,unsolved,0
General-Track/icfp_143_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.03,unsolved,0
General-Track/icfp_144_100.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_144_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_147_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_14_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_150_10.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/icfp_21_1000.sl,CVC4-1.5.1-sygus-comp-v1,3600.03,unsolved,0
General-Track/MPwL_d4s7.sl,CVC4-1.5.1-sygus-comp-v1,289.871,correct,7
General-Track/MPwL_d5s3.sl,CVC4-1.5.1-sygus-comp-v1,111.013,correct,13
General-Track/MPwL_d5s7.sl,CVC4-1.5.1-sygus-comp-v1,3600.02,unsolved,0
General-Track/MPwoL_d1s3.sl,CVC4-1.5.1-sygus-comp-v1,0.563478,correct,1
General-Track/MPwoL_d1s7.sl,CVC4-1.5.1-sygus-comp-v1,121.146,correct,1
General-Track/MPwoL_d4s3.sl,CVC4-1.5.1-sygus-comp-v1,3.33925,correct,7
General-Track/MPwoL_d4s7.sl,CVC4-1.5.1-sygus-comp-v1,277.231,correct,7
General-Track/MPwoL_d5s3.sl,CVC4-1.5.1-sygus-comp-v1,111.781,correct,13
General-Track/MPwoL_d5s7.sl,CVC4-1.5.1-sygus-comp-v1,3600.03,unsolved,0
General-Track/ninefuncs.sl,CVC4-1.5.1-sygus-comp-v1,3600.1,unsolved,0
General-Track/parity-AIG-d0.sl,CVC4-1.5.1-sygus-comp-v1,0.0134511,correct,56
General-Track/parity-AIG-d1.sl,CVC4-1.5.1-sygus-comp-v1,0.0127149,correct,56
General-Track/parity-NAND-d0.sl,CVC4-1.5.1-sygus-comp-v1,0.019688,correct,430
General-Track/parity-NAND-d1.sl,CVC4-1.5.1-sygus-comp-v1,0.0147699,correct,106
General-Track/parity.sl,CVC4-1.5.1-sygus-comp-v1,0.037039,unsolved,-
General-Track/polynomial.sl,CVC4-1.5.1-sygus-comp-v1,0.026667,correct,2
General-Track/polynomial1.sl,CVC4-1.5.1-sygus-comp-v1,0.0228979,correct,2
General-Track/polynomial2.sl,CVC4-1.5.1-sygus-comp-v1,0.098453,correct,4
General-Track/polynomial3.sl,CVC4-1.5.1-sygus-comp-v1,0.121675,correct,4
